epoch,train_ce_mean,train_rc_mean,train_energy_mean,val_ce,val_rc,spike_rate,best_val_ce_so_far,global_step
1,4.771139454841614,0.7027123272418976,0.017751736252103002,4.785414814949036,0.7036427035927773,0.020507812849245965,4.785414814949036,20
2,3.862271630764008,0.7732410043478013,0.16093750149011612,3.924083024263382,0.7749447673559189,0.07519531343132257,3.924083024263382,40
3,3.472539818286896,0.8199407786130906,0.09717882089316845,3.511114329099655,0.8208508789539337,0.09819878544658422,3.511114329099655,60
4,3.2814204812049867,0.8450801312923432,0.13012152910232544,3.317963719367981,0.8468540012836456,0.10970052238553762,3.317963719367981,80
5,3.1149663567543033,0.861302947998047,0.25924479179084303,3.208728462457657,0.8616816028952599,0.10785590391606092,3.208728462457657,100
6,3.0739989399909975,0.869931584596634,0.38164062798023224,3.0946965515613556,0.8708696141839027,0.3885633759200573,3.0946965515613556,120
7,3.0694122552871708,0.8783035010099411,0.1555555582046509,3.0991678535938263,0.8781852796673775,0.16113281436264515,3.0946965515613556,140
8,3.0535869836807255,0.8743217319250107,0.332899309694767,3.076665759086609,0.8756390735507011,0.3067491315305233,3.076665759086609,160
9,3.0410970211029054,0.879410982131958,0.0058159723150311045,3.097599446773529,0.8787729516625404,0.008463541773380712,3.076665759086609,180
10,3.066227698326111,0.8787583559751511,0.0,3.104426085948944,0.8783419653773308,0.0,3.076665759086609,200
11,3.0160720467567446,0.8827806293964386,0.009157986109494231,3.0434990227222443,0.8821745812892914,0.05718316067941487,3.0434990227222443,220
12,3.0097561836242677,0.8826918125152589,0.003993055623141117,3.0377025604248047,0.8825968727469444,0.004557291766104754,3.0377025604248047,240
13,3.018168091773987,0.8846893817186356,0.0,3.0463938117027283,0.8835588097572327,0.0,3.0377025604248047,260
14,2.995174634456635,0.8897567421197892,0.0,3.0262277722358704,0.8889903351664543,0.0,3.0262277722358704,280
15,2.9830992341041567,0.8936147630214691,0.002343750055297278,3.023007810115814,0.8931531310081482,0.004557291766104754,3.023007810115814,300
16,3.0114504337310795,0.8978943377733231,0.0,3.0339245796203613,0.8972380459308624,0.0,3.023007810115814,320
17,3.0260432004928592,0.9005713135004044,0.004166666735545732,3.035645365715027,0.901148147881031,0.004557291766104754,3.023007810115814,340
18,3.002964818477631,0.9044649958610536,0.003472222262644209,3.02756130695343,0.9038113504648209,0.004557291766104754,3.023007810115814,360
19,3.0223406434059146,0.9068046927452088,0.0035156250814907253,3.0306566953659058,0.9067231342196465,0.004557291766104754,3.023007810115814,380
20,3.0365471243858337,0.9095661163330079,0.004427083427435719,3.0714742839336395,0.9086225032806396,0.006727430591126904,3.023007810115814,400
21,2.98661345243454,0.9123212546110153,0.0032986111764330417,3.0070880651474,0.9111938253045082,0.005642361284117214,3.0070880651474,420
22,2.9955647945404054,0.9104859799146653,0.19722222462296488,3.0055656135082245,0.9104399979114532,0.2026909738779068,3.0055656135082245,440
23,2.963085150718689,0.9130033761262895,0.1933159738779068,3.0002313256263733,0.9122786074876785,0.1987847238779068,3.0002313256263733,460
24,2.9633609652519226,0.9157990723848344,0.19813368171453477,2.9990223944187164,0.9147674217820168,0.2026909738779068,2.9990223944187164,480
25,2.962971079349518,0.917176428437233,0.20169271007180214,2.989630103111267,0.9169150590896606,0.20388455130159855,2.989630103111267,500
26,2.976786255836487,0.9190774410963058,0.20052083507180216,3.0066961646080017,0.9185430258512497,0.20149739645421505,2.989630103111267,520
27,2.963920331001282,0.9196646124124528,0.17035590443992987,2.9981600642204285,0.9187458902597427,0.1085069450782612,2.989630103111267,540
28,2.9919260859489443,0.9173310816287995,0.19687500149011614,3.001101166009903,0.9180601686239243,0.1987847238779068,2.989630103111267,560
29,2.9609859347343446,0.92125763297081,0.19583333507180214,3.007342219352722,0.920219287276268,0.1966145858168602,2.989630103111267,580
30,2.9285982251167297,0.9249326765537262,0.1935763917863369,2.992682158946991,0.9224025011062622,0.1987847238779068,2.989630103111267,600
31,2.9588346362113955,0.925541776418686,0.19626736268401146,3.013637810945511,0.9239127412438393,0.2014973945915699,2.989630103111267,620
32,2.9801667571067814,0.9238748371601105,0.2045138902962208,3.0134081840515137,0.9223089441657066,0.2096354179084301,2.989630103111267,640
33,2.9651085495948792,0.9237676352262497,0.20282118394970894,2.9962455928325653,0.9229835122823715,0.20583767630159855,2.989630103111267,660
34,2.961704993247986,0.9251730293035507,0.19609375149011612,2.974798798561096,0.9245525896549225,0.20312500186264515,2.974798798561096,680
35,2.970756411552429,0.9259156703948975,0.20091146007180216,2.9818422496318817,0.9257511049509048,0.20312500186264515,2.974798798561096,700
36,2.9322817564010624,0.9279770195484162,0.20086805671453478,2.973979949951172,0.9272391647100449,0.20464410074055195,2.973979949951172,720
37,2.914840185642243,0.9314397782087327,0.2006510429084301,2.975220173597336,0.9299502819776535,0.20269097201526165,2.973979949951172,740
38,2.9523888468742374,0.927267873287201,0.19691840484738352,3.0090359449386597,0.9250211343169212,0.20540364645421505,2.973979949951172,760
39,2.9424812078475955,0.9248786091804505,0.20516493245959283,2.972980558872223,0.9233104363083839,0.21386718936264515,2.972980558872223,780
40,2.950724589824677,0.9243294119834901,0.20850694477558138,2.9821353554725647,0.924121081829071,0.2153862863779068,2.972980558872223,800
41,2.9183466672897342,0.9262471139431,0.2062934048473835,2.9671894311904907,0.924141988158226,0.21050347201526165,2.9671894311904907,820
42,3.0711400866508485,0.9259402453899384,0.019444444635882976,3.095418930053711,0.9237524941563606,0.012261284864507616,2.9671894311904907,840
43,3.1363877773284914,0.9193838387727737,0.0,3.1819178760051727,0.9182123392820358,0.0,2.9671894311904907,860
44,3.113203370571137,0.9108710825443268,0.0,3.148566097021103,0.9087633937597275,0.0,2.9671894311904907,880
45,3.05208991765976,0.9081846654415131,0.0,3.079100012779236,0.9059862345457077,0.0,2.9671894311904907,900
46,3.000620663166046,0.9087050437927247,0.005034722277196125,3.0417579412460327,0.9066051319241524,0.0070529515578527935,2.9671894311904907,920
47,3.0399027824401856,0.9075881719589234,0.003819444560213015,3.0733084976673126,0.9069348573684692,0.0021701388905057684,2.9671894311904907,940
48,3.0326626896858215,0.8973005503416062,0.0047743056726176295,3.0555198788642883,0.8954850807785988,0.006618923864152748,2.9671894311904907,960
49,3.016060483455658,0.8982717573642731,0.0060763889428926635,3.050992101430893,0.8959628492593765,0.006618923864152748,2.9671894311904907,980
50,3.2737452626228336,0.8984950989484788,0.04752604216337204,3.281530976295471,0.8976162075996399,0.046875,2.9671894311904907,1000
51,4.822261095046997,0.8795213758945466,0.20607639253139498,4.79520708322525,0.8796272203326225,0.2043185792863369,2.9671894311904907,1020
52,3.5579526066780094,0.8522180199623108,0.2011718787252903,3.6340531706809998,0.8523334264755249,0.20008680783212185,2.9671894311904907,1040
53,3.148922944068909,0.8539207249879838,0.25520833358168604,3.18380606174469,0.8531830534338951,0.24739583767950535,2.9671894311904907,1060
54,3.0829563379287723,0.8545977741479874,0.2193576402962208,3.130053997039795,0.8536991998553276,0.1875000037252903,2.9671894311904907,1080
55,3.0823363542556765,0.8539734721183777,0.22109375074505808,3.1095696687698364,0.8543462380766869,0.2171223983168602,2.9671894311904907,1100
56,3.052505624294281,0.8551754057407379,0.23932291865348818,3.1012191772460938,0.8558986485004425,0.2386067733168602,2.9671894311904907,1120
57,3.0488867282867433,0.8565902918577195,0.27795139551162723,3.081558495759964,0.8566771969199181,0.275282122194767,2.9671894311904907,1140
58,3.0266188621521,0.8570458620786667,0.3884982705116272,3.0633539855480194,0.8581534773111343,0.3420138917863369,2.9671894311904907,1160
59,3.0389806389808656,0.8588650166988373,0.2613715335726738,3.0755530893802643,0.8589736819267273,0.2243923619389534,2.9671894311904907,1180
60,3.0153277397155764,0.859437295794487,0.35217014104127886,3.048960030078888,0.8601119145751,0.3468967080116272,2.9671894311904907,1200
61,3.0097915649414064,0.8590927869081497,0.2897569462656975,3.05253142118454,0.8608333691954613,0.2943793423473835,2.9671894311904907,1220
62,2.994847941398621,0.8612807661294938,0.39266493618488313,3.0432330071926117,0.861475370824337,0.3831380270421505,2.9671894311904907,1240
63,2.982022905349732,0.8637855440378189,0.33910590261220935,3.0373936891555786,0.862479530274868,0.3314887173473835,2.9671894311904907,1260
64,2.9903695702552797,0.8640723079442978,0.23849826231598856,3.0366594195365906,0.8638937622308731,0.2354600727558136,2.9671894311904907,1280
65,2.9984064221382143,0.8649739801883698,0.22981771007180216,3.0402311980724335,0.864194892346859,0.22634548880159855,2.9671894311904907,1300
66,3.018467211723328,0.8643775939941407,0.22873264104127886,3.0458992421627045,0.86545779556036,0.22688802145421505,2.9671894311904907,1320
67,2.983153092861176,0.8671776473522187,0.24197048917412758,3.0394738614559174,0.867312990128994,0.2251519113779068,2.9671894311904907,1340
68,3.001856541633606,0.867617079615593,0.3875000059604645,3.0441360771656036,0.8673763051629066,0.3807508759200573,2.9671894311904907,1360
69,2.9959437251091003,0.8681977301836015,0.2925347223877907,3.0321105122566223,0.8678494691848755,0.2891710102558136,2.9671894311904907,1380
70,3.0189192533493046,0.8679378360509873,0.24305555820465088,3.0405542850494385,0.8682974800467491,0.23958333395421505,2.9671894311904907,1400
71,2.972049939632416,0.8706351399421692,0.24865451753139498,3.0204392075538635,0.8695989549160004,0.2427300363779068,2.9671894311904907,1420
72,2.9709154009819034,0.8708818793296814,0.2482638917863369,3.0212912559509277,0.87021504342556,0.2432725727558136,2.9671894311904907,1440
